Organization legal name or 'doing business as' name,Group PAC ID, State,Measure Identifier,Measure Title,Measure Performance Rate,Reporting Mechanism,Reported on PC Live Site
ASSOCIATION OF UNIVERSITY PHYSICIANS,446162697.000,WA,CAHPS_GRP_5,Health promotion and education.,63.000,$null$,$null$
ASSOCIATION OF UNIVERSITY PHYSICIANS,446162697.000,WA,CAHPS_GRP_8,Courteous and helpful office staff.,80.000,$null$,$null$
ASSOCIATION OF UNIVERSITY PHYSICIANS,446162697.000,WA,CAHPS_GRP_9,Clinicians working together for your care.,78.000,$null$,$null$
SALINA REGIONAL HEALTH CENTER INC,446168215.000,KS,CAHPS_GRP_1,Getting timely care, appointments, and information.,64.000,$null$,$null$
SALINA REGIONAL HEALTH CENTER INC,446168215.000,KS,CAHPS_GRP_10,Between visit communication.,55.000,$null$,$null$
SALINA REGIONAL HEALTH CENTER INC,446168215.000,KS,CAHPS_GRP_12,Attention to patient medication cost.,29.000,$null$,$null$
SALINA REGIONAL HEALTH CENTER INC,446168215.000,KS,CAHPS_GRP_2,How well clinicians communicate.,81.000,$null$,$null$
SALINA REGIONAL HEALTH CENTER INC,446168215.000,KS,CAHPS_GRP_3,Patients' rating of clinicians.,82.000,$null$,$null$
SALINA REGIONAL HEALTH CENTER INC,446168215.000,KS,CAHPS_GRP_5,Health promotion and education.,53.000,$null$,$null$
SALINA REGIONAL HEALTH CENTER INC,446168215.000,KS,CAHPS_GRP_8,Courteous and helpful office staff.,80.000,$null$,$null$
SALINA REGIONAL HEALTH CENTER INC,446168215.000,KS,CAHPS_GRP_9,Clinicians working together for your care.,78.000,$null$,$null$
ST. DOMINIC MEDICAL ASSOCIATES LLC,446303168.000,MS,CAHPS_GRP_1,Getting timely care, appointments, and information.,61.000,$null$,$null$
ST. DOMINIC MEDICAL ASSOCIATES LLC,446303168.000,MS,CAHPS_GRP_10,Between visit communication.,63.000,$null$,$null$
ST. DOMINIC MEDICAL ASSOCIATES LLC,446303168.000,MS,CAHPS_GRP_12,Attention to patient medication cost.,39.000,$null$,$null$
ST. DOMINIC MEDICAL ASSOCIATES LLC,446303168.000,MS,CAHPS_GRP_2,How well clinicians communicate.,88.000,$null$,$null$
ST. DOMINIC MEDICAL ASSOCIATES LLC,446303168.000,MS,CAHPS_GRP_3,Patients' rating of clinicians.,87.000,$null$,$null$
ST. DOMINIC MEDICAL ASSOCIATES LLC,446303168.000,MS,CAHPS_GRP_5,Health promotion and education.,61.000,$null$,$null$
ST. DOMINIC MEDICAL ASSOCIATES LLC,446303168.000,MS,CAHPS_GRP_8,Courteous and helpful office staff.,83.000,$null$,$null$
ST. DOMINIC MEDICAL ASSOCIATES LLC,446303168.000,MS,CAHPS_GRP_9,Clinicians working together for your care.,81.000,$null$,$null$
BEAVER MEDICAL GROUP, L.P.,547164295.000,CA,CAHPS_GRP_1,Getting timely care, appointments, and information.,55.000,$null$,$null$
BEAVER MEDICAL GROUP, L.P.,547164295.000,CA,CAHPS_GRP_10,Between visit communication.,52.000,$null$,$null$
BEAVER MEDICAL GROUP, L.P.,547164295.000,CA,CAHPS_GRP_12,Attention to patient medication cost.,20.000,$null$,$null$
BEAVER MEDICAL GROUP, L.P.,547164295.000,CA,CAHPS_GRP_2,How well clinicians communicate.,74.000,$null$,$null$
BEAVER MEDICAL GROUP, L.P.,547164295.000,CA,CAHPS_GRP_3,Patients' rating of clinicians.,71.000,$null$,$null$
BEAVER MEDICAL GROUP, L.P.,547164295.000,CA,CAHPS_GRP_5,Health promotion and education.,48.000,$null$,$null$
BEAVER MEDICAL GROUP, L.P.,547164295.000,CA,CAHPS_GRP_8,Courteous and helpful office staff.,75.000,$null$,$null$
BEAVER MEDICAL GROUP, L.P.,547164295.000,CA,CAHPS_GRP_9,Clinicians working together for your care.,66.000,$null$,$null$
HENRY FORD MEDICAL GROUP,547178311.000,MI,CAHPS_GRP_1,Getting timely care, appointments, and information.,59.661,$null$,$null$
HENRY FORD MEDICAL GROUP,547178311.000,MI,CAHPS_GRP_10,Between visit communication.,57.853,$null$,$null$
HENRY FORD MEDICAL GROUP,547178311.000,MI,CAHPS_GRP_12,Attention to patient medication cost.,18.000,$null$,$null$
HENRY FORD MEDICAL GROUP,547178311.000,MI,CAHPS_GRP_2,How well clinicians communicate.,82.663,$null$,$null$
HENRY FORD MEDICAL GROUP,547178311.000,MI,CAHPS_GRP_3,Patients' rating of clinicians.,81.274,$null$,$null$
HENRY FORD MEDICAL GROUP,547178311.000,MI,CAHPS_GRP_5,Health promotion and education.,60.000,$null$,$null$
HENRY FORD MEDICAL GROUP,547178311.000,MI,CAHPS_GRP_8,Courteous and helpful office staff.,81.274,$null$,$null$
HENRY FORD MEDICAL GROUP,547178311.000,MI,CAHPS_GRP_9,Clinicians working together for your care.,75.698,$null$,$null$
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,547179731.000,TN,CAHPS_GRP_1,Getting timely care, appointments, and information.,59.000,$null$,$null$
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,547179731.000,TN,CAHPS_GRP_10,Between visit communication.,49.000,$null$,$null$
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,547179731.000,TN,CAHPS_GRP_12,Attention to patient medication cost.,39.000,$null$,$null$
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,547179731.000,TN,CAHPS_GRP_2,How well clinicians communicate.,87.000,$null$,$null$
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,547179731.000,TN,CAHPS_GRP_3,Patients' rating of clinicians.,83.000,$null$,$null$
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,547179731.000,TN,CAHPS_GRP_5,Health promotion and education.,65.000,$null$,$null$
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,547179731.000,TN,CAHPS_GRP_8,Courteous and helpful office staff.,82.000,$null$,$null$
CHATTANOOGA HAMILTON COUNTY HOSPITAL AUTHORITY,547179731.000,TN,CAHPS_GRP_9,Clinicians working together for your care.,78.000,$null$,$null$
MEDSTAR MEDICAL GROUP II LLC,547413825.000,MD,CAHPS_GRP_1,Getting timely care, appointments, and information.,56.000,$null$,$null$
MEDSTAR MEDICAL GROUP II LLC,547413825.000,MD,CAHPS_GRP_10,Between visit communication.,54.000,$null$,$null$
MEDSTAR MEDICAL GROUP II LLC,547413825.000,MD,CAHPS_GRP_12,Attention to patient medication cost.,26.000,$null$,$null$
MEDSTAR MEDICAL GROUP II LLC,547413825.000,MD,CAHPS_GRP_2,How well clinicians communicate.,80.000,$null$,$null$
MEDSTAR MEDICAL GROUP II LLC,547413825.000,MD,CAHPS_GRP_3,Patients' rating of clinicians.,75.000,$null$,$null$
MEDSTAR MEDICAL GROUP II LLC,547413825.000,MD,CAHPS_GRP_5,Health promotion and education.,65.000,$null$,$null$
MEDSTAR MEDICAL GROUP II LLC,547413825.000,MD,CAHPS_GRP_8,Courteous and helpful office staff.,73.000,$null$,$null$
MEDSTAR MEDICAL GROUP II LLC,547413825.000,MD,CAHPS_GRP_9,Clinicians working together for your care.,72.000,$null$,$null$
BAPTIST PRIMARY CARE INC,648177733.000,FL,CAHPS_GRP_1,Getting timely care, appointments, and information.,61.000,$null$,$null$
BAPTIST PRIMARY CARE INC,648177733.000,FL,CAHPS_GRP_10,Between visit communication.,58.000,$null$,$null$
BAPTIST PRIMARY CARE INC,648177733.000,FL,CAHPS_GRP_12,Attention to patient medication cost.,39.000,$null$,$null$
BAPTIST PRIMARY CARE INC,648177733.000,FL,CAHPS_GRP_2,How well clinicians communicate.,82.000,$null$,$null$
BAPTIST PRIMARY CARE INC,648177733.000,FL,CAHPS_GRP_3,Patients' rating of clinicians.,83.000,$null$,$null$
BAPTIST PRIMARY CARE INC,648177733.000,FL,CAHPS_GRP_5,Health promotion and education.,64.000,$null$,$null$
BAPTIST PRIMARY CARE INC,648177733.000,FL,CAHPS_GRP_8,Courteous and helpful office staff.,84.000,$null$,$null$
BAPTIST PRIMARY CARE INC,648177733.000,FL,CAHPS_GRP_9,Clinicians working together for your care.,76.000,$null$,$null$
MEDICAL RESOURCES GROUP,648180406.000,MI,CAHPS_GRP_1,Getting timely care, appointments, and information.,50.000,$null$,$null$
MEDICAL RESOURCES GROUP,648180406.000,MI,CAHPS_GRP_10,Between visit communication.,57.000,$null$,$null$
MEDICAL RESOURCES GROUP,648180406.000,MI,CAHPS_GRP_12,Attention to patient medication cost.,34.000,$null$,$null$
MEDICAL RESOURCES GROUP,648180406.000,MI,CAHPS_GRP_2,How well clinicians communicate.,79.000,$null$,$null$
MEDICAL RESOURCES GROUP,648180406.000,MI,CAHPS_GRP_3,Patients' rating of clinicians.,71.000,$null$,$null$
MEDICAL RESOURCES GROUP,648180406.000,MI,CAHPS_GRP_5,Health promotion and education.,61.000,$null$,$null$
MEDICAL RESOURCES GROUP,648180406.000,MI,CAHPS_GRP_8,Courteous and helpful office staff.,77.000,$null$,$null$
MEDICAL RESOURCES GROUP,648180406.000,MI,CAHPS_GRP_9,Clinicians working together for your care.,67.000,$null$,$null$
UNC PHYSICIANS AND ASSOCIATES,648181156.000,NC,CAHPS_GRP_1,Getting timely care, appointments, and information.,60.000,$null$,$null$
UNC PHYSICIANS AND ASSOCIATES,648181156.000,NC,CAHPS_GRP_10,Between visit communication.,66.000,$null$,$null$
UNC PHYSICIANS AND ASSOCIATES,648181156.000,NC,CAHPS_GRP_12,Attention to patient medication cost.,30.000,$null$,$null$
UNC PHYSICIANS AND ASSOCIATES,648181156.000,NC,CAHPS_GRP_2,How well clinicians communicate.,84.000,$null$,$null$
UNC PHYSICIANS AND ASSOCIATES,648181156.000,NC,CAHPS_GRP_3,Patients' rating of clinicians.,80.000,$null$,$null$
UNC PHYSICIANS AND ASSOCIATES,648181156.000,NC,CAHPS_GRP_5,Health promotion and education.,61.000,$null$,$null$
UNC PHYSICIANS AND ASSOCIATES,648181156.000,NC,CAHPS_GRP_8,Courteous and helpful office staff.,79.000,$null$,$null$
UNC PHYSICIANS AND ASSOCIATES,648181156.000,NC,CAHPS_GRP_9,Clinicians working together for your care.,78.000,$null$,$null$
HOLY FAMILY MEMORIAL INC,648183160.000,WI,CAHPS_GRP_1,Getting timely care, appointments, and information.,59.000,$null$,$null$
HOLY FAMILY MEMORIAL INC,648183160.000,WI,CAHPS_GRP_10,Between visit communication.,57.000,$null$,$null$
HOLY FAMILY MEMORIAL INC,648183160.000,WI,CAHPS_GRP_12,Attention to patient medication cost.,28.000,$null$,$null$
HOLY FAMILY MEMORIAL INC,648183160.000,WI,CAHPS_GRP_2,How well clinicians communicate.,80.000,$null$,$null$
HOLY FAMILY MEMORIAL INC,648183160.000,WI,CAHPS_GRP_3,Patients' rating of clinicians.,75.000,$null$,$null$
HOLY FAMILY MEMORIAL INC,648183160.000,WI,CAHPS_GRP_5,Health promotion and education.,64.000,$null$,$null$
HOLY FAMILY MEMORIAL INC,648183160.000,WI,CAHPS_GRP_8,Courteous and helpful office staff.,83.000,$null$,$null$
HOLY FAMILY MEMORIAL INC,648183160.000,WI,CAHPS_GRP_9,Clinicians working together for your care.,76.000,$null$,$null$
PROVIDENCE HEALTH AND SERVICES - OREGON,648183608.000,OR,CAHPS_GRP_1,Getting timely care, appointments, and information.,63.000,$null$,$null$
PROVIDENCE HEALTH AND SERVICES - OREGON,648183608.000,OR,CAHPS_GRP_10,Between visit communication.,68.000,$null$,$null$
PROVIDENCE HEALTH AND SERVICES - OREGON,648183608.000,OR,CAHPS_GRP_12,Attention to patient medication cost.,19.000,$null$,$null$
PROVIDENCE HEALTH AND SERVICES - OREGON,648183608.000,OR,CAHPS_GRP_2,How well clinicians communicate.,82.000,$null$,$null$
PROVIDENCE HEALTH AND SERVICES - OREGON,648183608.000,OR,CAHPS_GRP_3,Patients' rating of clinicians.,80.000,$null$,$null$
PROVIDENCE HEALTH AND SERVICES - OREGON,648183608.000,OR,CAHPS_GRP_5,Health promotion and education.,61.000,$null$,$null$
PROVIDENCE HEALTH AND SERVICES - OREGON,648183608.000,OR,CAHPS_GRP_8,Courteous and helpful office staff.,81.000,$null$,$null$
PROVIDENCE HEALTH AND SERVICES - OREGON,648183608.000,OR,CAHPS_GRP_9,Clinicians working together for your care.,76.000,$null$,$null$
CITY MEDICAL OF UPPER EAST SIDE PLLC,648465039.000,NY,CAHPS_GRP_1,Getting timely care, appointments, and information.,59.661,$null$,$null$
CITY MEDICAL OF UPPER EAST SIDE PLLC,648465039.000,NY,CAHPS_GRP_10,Between visit communication.,57.853,$null$,$null$
CITY MEDICAL OF UPPER EAST SIDE PLLC,648465039.000,NY,CAHPS_GRP_12,Attention to patient medication cost.,17.000,$null$,$null$
CITY MEDICAL OF UPPER EAST SIDE PLLC,648465039.000,NY,CAHPS_GRP_2,How well clinicians communicate.,82.663,$null$,$null$
CITY MEDICAL OF UPPER EAST SIDE PLLC,648465039.000,NY,CAHPS_GRP_3,Patients' rating of clinicians.,81.274,$null$,$null$
CITY MEDICAL OF UPPER EAST SIDE PLLC,648465039.000,NY,CAHPS_GRP_5,Health promotion and education.,52.000,$null$,$null$
CITY MEDICAL OF UPPER EAST SIDE PLLC,648465039.000,NY,CAHPS_GRP_8,Courteous and helpful office staff.,81.274,$null$,$null$
CITY MEDICAL OF UPPER EAST SIDE PLLC,648465039.000,NY,CAHPS_GRP_9,Clinicians working together for your care.,75.698,$null$,$null$
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY, PC,749180198.000,NJ,CAHPS_GRP_1,Getting timely care, appointments, and information.,54.000,$null$,$null$
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY, PC,749180198.000,NJ,CAHPS_GRP_10,Between visit communication.,47.000,$null$,$null$
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY, PC,749180198.000,NJ,CAHPS_GRP_12,Attention to patient medication cost.,29.000,$null$,$null$
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY, PC,749180198.000,NJ,CAHPS_GRP_2,How well clinicians communicate.,86.000,$null$,$null$
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY, PC,749180198.000,NJ,CAHPS_GRP_3,Patients' rating of clinicians.,80.000,$null$,$null$
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY, PC,749180198.000,NJ,CAHPS_GRP_5,Health promotion and education.,61.000,$null$,$null$
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY, PC,749180198.000,NJ,CAHPS_GRP_8,Courteous and helpful office staff.,82.000,$null$,$null$
CLINICAL HEALTH CARE ASSOCIATES OF NEW JERSEY, PC,749180198.000,NJ,CAHPS_GRP_9,Clinicians working together for your care.,74.000,$null$,$null$
FLORIDA HOSPITAL MEDICAL GROUP INC,749186153.000,FL,CAHPS_GRP_1,Getting timely care, appointments, and information.,54.000,$null$,$null$
FLORIDA HOSPITAL MEDICAL GROUP INC,749186153.000,FL,CAHPS_GRP_10,Between visit communication.,47.000,$null$,$null$
FLORIDA HOSPITAL MEDICAL GROUP INC,749186153.000,FL,CAHPS_GRP_12,Attention to patient medication cost.,28.000,$null$,$null$
FLORIDA HOSPITAL MEDICAL GROUP INC,749186153.000,FL,CAHPS_GRP_2,How well clinicians communicate.,82.000,$null$,$null$
FLORIDA HOSPITAL MEDICAL GROUP INC,749186153.000,FL,CAHPS_GRP_3,Patients' rating of clinicians.,81.000,$null$,$null$
FLORIDA HOSPITAL MEDICAL GROUP INC,749186153.000,FL,CAHPS_GRP_5,Health promotion and education.,55.000,$null$,$null$
FLORIDA HOSPITAL MEDICAL GROUP INC,749186153.000,FL,CAHPS_GRP_8,Courteous and helpful office staff.,80.000,$null$,$null$
FLORIDA HOSPITAL MEDICAL GROUP INC,749186153.000,FL,CAHPS_GRP_9,Clinicians working together for your care.,72.000,$null$,$null$
ENT AND ALLERGY ASSOCIATES LLP,749193662.000,NY,CAHPS_GRP_1,Getting timely care, appointments, and information.,59.000,$null$,$null$
ENT AND ALLERGY ASSOCIATES LLP,749193662.000,NY,CAHPS_GRP_10,Between visit communication.,60.000,$null$,$null$
ENT AND ALLERGY ASSOCIATES LLP,749193662.000,NY,CAHPS_GRP_12,Attention to patient medication cost.,26.000,$null$,$null$
ENT AND ALLERGY ASSOCIATES LLP,749193662.000,NY,CAHPS_GRP_2,How well clinicians communicate.,82.000,$null$,$null$
ENT AND ALLERGY ASSOCIATES LLP,749193662.000,NY,CAHPS_GRP_3,Patients' rating of clinicians.,81.000,$null$,$null$
ENT AND ALLERGY ASSOCIATES LLP,749193662.000,NY,CAHPS_GRP_5,Health promotion and education.,54.000,$null$,$null$
ENT AND ALLERGY ASSOCIATES LLP,749193662.000,NY,CAHPS_GRP_8,Courteous and helpful office staff.,79.000,$null$,$null$
ENT AND ALLERGY ASSOCIATES LLP,749193662.000,NY,CAHPS_GRP_9,Clinicians working together for your care.,69.000,$null$,$null$
SHANNON CLINIC,840103727.000,TX,CAHPS_GRP_1,Getting timely care, appointments, and information.,66.000,$null$,$null$
SHANNON CLINIC,840103727.000,TX,CAHPS_GRP_10,Between visit communication.,61.000,$null$,$null$
SHANNON CLINIC,840103727.000,TX,CAHPS_GRP_12,Attention to patient medication cost.,31.000,$null$,$null$
SHANNON CLINIC,840103727.000,TX,CAHPS_GRP_2,How well clinicians communicate.,85.000,$null$,$null$
SHANNON CLINIC,840103727.000,TX,CAHPS_GRP_3,Patients' rating of clinicians.,82.000,$null$,$null$
SHANNON CLINIC,840103727.000,TX,CAHPS_GRP_5,Health promotion and education.,55.000,$null$,$null$
SHANNON CLINIC,840103727.000,TX,CAHPS_GRP_8,Courteous and helpful office staff.,81.000,$null$,$null$
SHANNON CLINIC,840103727.000,TX,CAHPS_GRP_9,Clinicians working together for your care.,79.000,$null$,$null$
ALLIANCE PHYSICIANS INC,840104360.000,OH,CAHPS_GRP_1,Getting timely care, appointments, and information.,61.000,$null$,$null$
ALLIANCE PHYSICIANS INC,840104360.000,OH,CAHPS_GRP_10,Between visit communication.,53.000,$null$,$null$
ALLIANCE PHYSICIANS INC,840104360.000,OH,CAHPS_GRP_12,Attention to patient medication cost.,26.000,$null$,$null$
ALLIANCE PHYSICIANS INC,840104360.000,OH,CAHPS_GRP_2,How well clinicians communicate.,85.000,$null$,$null$
ALLIANCE PHYSICIANS INC,840104360.000,OH,CAHPS_GRP_3,Patients' rating of clinicians.,82.000,$null$,$null$
ALLIANCE PHYSICIANS INC,840104360.000,OH,CAHPS_GRP_5,Health promotion and education.,64.000,$null$,$null$
ALLIANCE PHYSICIANS INC,840104360.000,OH,CAHPS_GRP_8,Courteous and helpful office staff.,81.000,$null$,$null$
ALLIANCE PHYSICIANS INC,840104360.000,OH,CAHPS_GRP_9,Clinicians working together for your care.,79.000,$null$,$null$
APPALACHIAN REGIONAL HEALTHCARE INC,840107835.000,KY,CAHPS_GRP_1,Getting timely care, appointments, and information.,68.000,$null$,$null$
APPALACHIAN REGIONAL HEALTHCARE INC,840107835.000,KY,CAHPS_GRP_10,Between visit communication.,59.000,$null$,$null$
APPALACHIAN REGIONAL HEALTHCARE INC,840107835.000,KY,CAHPS_GRP_12,Attention to patient medication cost.,34.000,$null$,$null$
APPALACHIAN REGIONAL HEALTHCARE INC,840107835.000,KY,CAHPS_GRP_2,How well clinicians communicate.,86.000,$null$,$null$
APPALACHIAN REGIONAL HEALTHCARE INC,840107835.000,KY,CAHPS_GRP_3,Patients' rating of clinicians.,89.000,$null$,$null$
APPALACHIAN REGIONAL HEALTHCARE INC,840107835.000,KY,CAHPS_GRP_5,Health promotion and education.,56.000,$null$,$null$
APPALACHIAN REGIONAL HEALTHCARE INC,840107835.000,KY,CAHPS_GRP_8,Courteous and helpful office staff.,84.000,$null$,$null$
APPALACHIAN REGIONAL HEALTHCARE INC,840107835.000,KY,CAHPS_GRP_9,Clinicians working together for your care.,73.000,$null$,$null$
REX HOSPITAL INC,840109864.000,NC,CAHPS_GRP_1,Getting timely care, appointments, and information.,63.000,$null$,$null$
REX HOSPITAL INC,840109864.000,NC,CAHPS_GRP_10,Between visit communication.,61.000,$null$,$null$
REX HOSPITAL INC,840109864.000,NC,CAHPS_GRP_12,Attention to patient medication cost.,36.000,$null$,$null$
REX HOSPITAL INC,840109864.000,NC,CAHPS_GRP_2,How well clinicians communicate.,85.000,$null$,$null$
REX HOSPITAL INC,840109864.000,NC,CAHPS_GRP_3,Patients' rating of clinicians.,84.000,$null$,$null$
REX HOSPITAL INC,840109864.000,NC,CAHPS_GRP_5,Health promotion and education.,63.000,$null$,$null$
REX HOSPITAL INC,840109864.000,NC,CAHPS_GRP_8,Courteous and helpful office staff.,85.000,$null$,$null$
REX HOSPITAL INC,840109864.000,NC,CAHPS_GRP_9,Clinicians working together for your care.,77.000,$null$,$null$
SCL HEALTH MEDICAL GROUP DENVER LLC,840513552.000,CO,CAHPS_GRP_1,Getting timely care, appointments, and information.,60.000,$null$,$null$
SCL HEALTH MEDICAL GROUP DENVER LLC,840513552.000,CO,CAHPS_GRP_10,Between visit communication.,68.000,$null$,$null$
SCL HEALTH MEDICAL GROUP DENVER LLC,840513552.000,CO,CAHPS_GRP_12,Attention to patient medication cost.,26.000,$null$,$null$
SCL HEALTH MEDICAL GROUP DENVER LLC,840513552.000,CO,CAHPS_GRP_2,How well clinicians communicate.,84.000,$null$,$null$
SCL HEALTH MEDICAL GROUP DENVER LLC,840513552.000,CO,CAHPS_GRP_3,Patients' rating of clinicians.,76.000,$null$,$null$
SCL HEALTH MEDICAL GROUP DENVER LLC,840513552.000,CO,CAHPS_GRP_5,Health promotion and education.,54.000,$null$,$null$
SCL HEALTH MEDICAL GROUP DENVER LLC,840513552.000,CO,CAHPS_GRP_8,Courteous and helpful office staff.,78.000,$null$,$null$
SCL HEALTH MEDICAL GROUP DENVER LLC,840513552.000,CO,CAHPS_GRP_9,Clinicians working together for your care.,78.000,$null$,$null$
UROLOGY CENTERS OF ALABAMA PC,941264345.000,AL,CAHPS_GRP_1,Getting timely care, appointments, and information.,59.661,$null$,$null$
UROLOGY CENTERS OF ALABAMA PC,941264345.000,AL,CAHPS_GRP_10,Between visit communication.,57.853,$null$,$null$
UROLOGY CENTERS OF ALABAMA PC,941264345.000,AL,CAHPS_GRP_12,Attention to patient medication cost.,26.415,$null$,$null$
UROLOGY CENTERS OF ALABAMA PC,941264345.000,AL,CAHPS_GRP_2,How well clinicians communicate.,82.663,$null$,$null$
UROLOGY CENTERS OF ALABAMA PC,941264345.000,AL,CAHPS_GRP_3,Patients' rating of clinicians.,84.000,$null$,$null$
UROLOGY CENTERS OF ALABAMA PC,941264345.000,AL,CAHPS_GRP_5,Health promotion and education.,59.661,$null$,$null$
UROLOGY CENTERS OF ALABAMA PC,941264345.000,AL,CAHPS_GRP_8,Courteous and helpful office staff.,83.000,$null$,$null$
UROLOGY CENTERS OF ALABAMA PC,941264345.000,AL,CAHPS_GRP_9,Clinicians working together for your care.,75.698,$null$,$null$
TRI-COUNTY PRACTICE ASSOCIATION,941333280.000,TX,CAHPS_GRP_1,Getting timely care, appointments, and information.,56.000,$null$,$null$
